efo.id,parent_efo.id
http://www.orpha.net/ORDO/Orphanet_805,http://www.orpha.net/ORDO/Orphanet_319328
http://www.orpha.net/ORDO/Orphanet_805,http://www.orpha.net/ORDO/Orphanet_89832
http://www.orpha.net/ORDO/Orphanet_805,http://www.orpha.net/ORDO/Orphanet_79452
http://www.orpha.net/ORDO/Orphanet_805,http://www.orpha.net/ORDO/Orphanet_140162
http://www.orpha.net/ORDO/Orphanet_805,http://www.orpha.net/ORDO/Orphanet_166472
http://www.orpha.net/ORDO/Orphanet_805,http://purl.obolibrary.org/obo/MONDO_0042983
http://www.orpha.net/ORDO/Orphanet_805,http://www.orpha.net/ORDO/Orphanet_93587
http://www.orpha.net/ORDO/Orphanet_805,http://www.orpha.net/ORDO/Orphanet_183595
http://www.orpha.net/ORDO/Orphanet_805,http://www.ebi.ac.uk/efo/EFO_0005950
http://www.orpha.net/ORDO/Orphanet_805,http://purl.obolibrary.org/obo/MONDO_0000426
http://www.orpha.net/ORDO/Orphanet_805,http://www.orpha.net/ORDO/Orphanet_183500
http://www.orpha.net/ORDO/Orphanet_805,http://www.ebi.ac.uk/efo/EFO_0003833
http://www.orpha.net/ORDO/Orphanet_805,http://www.ebi.ac.uk/efo/EFO_0004198
http://www.ebi.ac.uk/efo/EFO_0004198,http://www.ebi.ac.uk/efo/EFO_0000701
http://www.ebi.ac.uk/efo/EFO_0004198,http://www.ebi.ac.uk/efo/EFO_0000616
http://www.ebi.ac.uk/efo/EFO_0003833,http://www.ebi.ac.uk/efo/EFO_1000158
http://www.ebi.ac.uk/efo/EFO_0003833,http://www.ebi.ac.uk/efo/EFO_0005774
http://purl.obolibrary.org/obo/HP_0001636,http://purl.obolibrary.org/obo/HP_0001626
http://purl.obolibrary.org/obo/HP_0001626,http://purl.obolibrary.org/obo/HP_0000118
http://www.orpha.net/ORDO/Orphanet_2495,http://www.ebi.ac.uk/efo/EFO_0003769
http://www.orpha.net/ORDO/Orphanet_2495,http://www.ebi.ac.uk/efo/EFO_0003851
http://www.ebi.ac.uk/efo/EFO_0003851,http://www.ebi.ac.uk/efo/EFO_0000616
http://www.ebi.ac.uk/efo/EFO_0003769,http://www.ebi.ac.uk/efo/EFO_0001379
http://www.ebi.ac.uk/efo/EFO_0003769,http://www.ebi.ac.uk/efo/EFO_0000616
http://www.orpha.net/ORDO/Orphanet_98473,http://www.orpha.net/ORDO/Orphanet_206634
http://www.orpha.net/ORDO/Orphanet_98473,http://www.ebi.ac.uk/efo/EFO_0004145
http://www.ebi.ac.uk/efo/EFO_0004145,http://purl.obolibrary.org/obo/MONDO_0044974
http://www.ebi.ac.uk/efo/EFO_0004145,http://purl.obolibrary.org/obo/MONDO_0003939
http://purl.obolibrary.org/obo/BTO_0001384,http://purl.obolibrary.org/obo/BFO_0000040
http://purl.obolibrary.org/obo/BFO_0000040,http://www.ebi.ac.uk/efo/EFO_0000001
http://www.ebi.ac.uk/efo/EFO_0005181,http://purl.obolibrary.org/obo/NCBITaxon_10090
http://purl.obolibrary.org/obo/NCBITaxon_10090,http://purl.obolibrary.org/obo/NCBITaxon_10088
http://www.ebi.ac.uk/efo/EFO_0000603,http://purl.obolibrary.org/obo/NCBITaxon_10090
http://purl.obolibrary.org/obo/PO_0004518,http://www.ebi.ac.uk/efo/EFO_0000992
http://purl.obolibrary.org/obo/PO_0004518,http://purl.obolibrary.org/obo/PO_0009006
http://purl.obolibrary.org/obo/PO_0009006,http://purl.obolibrary.org/obo/PO_0025131
http://www.ebi.ac.uk/efo/EFO_0001215,http://www.ebi.ac.uk/efo/EFO_0001641
http://www.ebi.ac.uk/efo/EFO_0001215,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0001215,http://www.ebi.ac.uk/efo/EFO_0002884
http://www.ebi.ac.uk/efo/EFO_0001215,http://www.ebi.ac.uk/efo/EFO_0002885
http://www.ebi.ac.uk/efo/EFO_0002885,http://www.ebi.ac.uk/efo/EFO_0001639
http://www.ebi.ac.uk/efo/EFO_0002333,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0002333,http://purl.obolibrary.org/obo/BTO_0000849
http://purl.obolibrary.org/obo/BTO_0000849,http://www.ebi.ac.uk/efo/EFO_0001639
http://www.ebi.ac.uk/efo/EFO_0002243,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0002243,http://purl.obolibrary.org/obo/BTO_0000849
http://www.ebi.ac.uk/efo/EFO_0003056,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0003056,http://purl.obolibrary.org/obo/BTO_0000849
http://www.ebi.ac.uk/efo/EFO_0005265,http://www.ebi.ac.uk/efo/EFO_0002937
http://www.ebi.ac.uk/efo/EFO_0005265,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0005265,http://www.ebi.ac.uk/efo/EFO_0005292
http://www.ebi.ac.uk/efo/EFO_0005292,http://purl.obolibrary.org/obo/CL_0000010
http://www.ebi.ac.uk/efo/EFO_0002344,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0002344,http://www.ebi.ac.uk/efo/EFO_0001639
http://www.ebi.ac.uk/efo/EFO_0001639,http://purl.obolibrary.org/obo/CL_0000010
http://www.ebi.ac.uk/efo/EFO_0002866,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0002866,http://www.ebi.ac.uk/efo/EFO_0001639
http://www.ebi.ac.uk/efo/EFO_0002834,http://www.ebi.ac.uk/efo/EFO_0001639
http://www.ebi.ac.uk/efo/EFO_0002895,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0002895,http://www.ebi.ac.uk/efo/EFO_0001639
http://www.ebi.ac.uk/efo/EFO_0005450,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0005450,http://www.ebi.ac.uk/efo/EFO_0001639
http://www.ebi.ac.uk/efo/EFO_0002343,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0002343,http://www.ebi.ac.uk/efo/EFO_0001639
http://www.ebi.ac.uk/efo/EFO_0002376,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0002376,http://www.ebi.ac.uk/efo/EFO_0001639
http://www.ebi.ac.uk/efo/EFO_0001255,http://www.ebi.ac.uk/efo/EFO_0001641
http://www.ebi.ac.uk/efo/EFO_0001255,http://www.ebi.ac.uk/efo/EFO_0001639
http://www.ebi.ac.uk/efo/EFO_0002830,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0002830,http://www.ebi.ac.uk/efo/EFO_0001639
http://www.ebi.ac.uk/efo/EFO_0005451,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0005451,http://www.ebi.ac.uk/efo/EFO_0001639
http://www.ebi.ac.uk/efo/EFO_0002149,http://www.ebi.ac.uk/efo/EFO_0001641
http://www.ebi.ac.uk/efo/EFO_0002149,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0002149,http://www.ebi.ac.uk/efo/EFO_0001639
http://www.ebi.ac.uk/efo/EFO_0002713,http://www.ebi.ac.uk/efo/EFO_0002926
http://www.ebi.ac.uk/efo/EFO_0002713,http://www.ebi.ac.uk/efo/EFO_0001641
http://www.ebi.ac.uk/efo/EFO_0002713,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0002713,http://www.ebi.ac.uk/efo/EFO_0001639
http://www.ebi.ac.uk/efo/EFO_0002315,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0002315,http://www.ebi.ac.uk/efo/EFO_0001639
http://www.ebi.ac.uk/efo/EFO_0002860,http://www.ebi.ac.uk/efo/EFO_0001641
http://www.ebi.ac.uk/efo/EFO_0002860,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0002860,http://www.ebi.ac.uk/efo/EFO_0001639
http://www.ebi.ac.uk/efo/EFO_0002342,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0002342,http://www.ebi.ac.uk/efo/EFO_0001639
http://www.ebi.ac.uk/efo/EFO_0002358,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0002358,http://www.ebi.ac.uk/efo/EFO_0001639
http://purl.obolibrary.org/obo/OBI_0000747,http://purl.obolibrary.org/obo/OBI_0100051
http://purl.obolibrary.org/obo/OBI_0100051,http://purl.obolibrary.org/obo/BFO_0000040
http://purl.obolibrary.org/obo/OBI_0001468,http://purl.obolibrary.org/obo/OBI_0100051
http://purl.obolibrary.org/obo/UBERON_0001906,http://purl.obolibrary.org/obo/UBERON_0001062
http://purl.obolibrary.org/obo/UBERON_0001062,http://www.ebi.ac.uk/efo/EFO_0000635
http://purl.obolibrary.org/obo/UBERON_0001737,http://purl.obolibrary.org/obo/UBERON_0000061
http://purl.obolibrary.org/obo/UBERON_0000061,http://www.ebi.ac.uk/efo/EFO_0000786
http://purl.obolibrary.org/obo/UBERON_0000061,http://purl.obolibrary.org/obo/UBERON_0001062
http://purl.obolibrary.org/obo/UBERON_0001465,http://purl.obolibrary.org/obo/UBERON_0000061
http://purl.obolibrary.org/obo/UBERON_0002384,http://purl.obolibrary.org/obo/UBERON_0000061
http://purl.obolibrary.org/obo/UBERON_0005366,http://purl.obolibrary.org/obo/UBERON_0000061
http://purl.obolibrary.org/obo/UBERON_0000358,http://purl.obolibrary.org/obo/UBERON_0002050
http://purl.obolibrary.org/obo/UBERON_0002050,http://purl.obolibrary.org/obo/UBERON_0001062
http://www.orpha.net/ORDO/Orphanet_289,http://www.orpha.net/ORDO/Orphanet_79373
http://www.orpha.net/ORDO/Orphanet_289,http://www.orpha.net/ORDO/Orphanet_93547
http://www.orpha.net/ORDO/Orphanet_289,http://www.orpha.net/ORDO/Orphanet_156532
http://www.orpha.net/ORDO/Orphanet_289,http://www.ebi.ac.uk/efo/EFO_1000017
http://www.orpha.net/ORDO/Orphanet_289,http://www.orpha.net/ORDO/Orphanet_474
http://www.orpha.net/ORDO/Orphanet_474,http://www.orpha.net/ORDO/Orphanet_1505
http://www.orpha.net/ORDO/Orphanet_474,http://purl.obolibrary.org/obo/MONDO_0022409
http://www.orpha.net/ORDO/Orphanet_474,http://purl.obolibrary.org/obo/MONDO_0019744
http://www.orpha.net/ORDO/Orphanet_474,http://www.orpha.net/ORDO/Orphanet_93547
http://www.orpha.net/ORDO/Orphanet_474,http://www.orpha.net/ORDO/Orphanet_183592
http://www.ebi.ac.uk/efo/EFO_0000992,http://purl.obolibrary.org/obo/PO_0025131
http://purl.obolibrary.org/obo/NCBITaxon_1063,http://purl.obolibrary.org/obo/NCBITaxon_2
http://purl.obolibrary.org/obo/NCBITaxon_2,http://purl.obolibrary.org/obo/OBI_0100026
http://purl.obolibrary.org/obo/NCBITaxon_474186,http://purl.obolibrary.org/obo/NCBITaxon_2
http://purl.obolibrary.org/obo/NCBITaxon_529,http://purl.obolibrary.org/obo/NCBITaxon_2
http://purl.obolibrary.org/obo/NCBITaxon_300852,http://purl.obolibrary.org/obo/NCBITaxon_2
http://purl.obolibrary.org/obo/NCBITaxon_382,http://purl.obolibrary.org/obo/NCBITaxon_2
http://purl.obolibrary.org/obo/NCBITaxon_1769,http://purl.obolibrary.org/obo/NCBITaxon_2
http://purl.obolibrary.org/obo/NCBITaxon_777,http://purl.obolibrary.org/obo/NCBITaxon_2
http://purl.obolibrary.org/obo/NCBITaxon_235,http://purl.obolibrary.org/obo/NCBITaxon_2
http://purl.obolibrary.org/obo/NCBITaxon_303,http://purl.obolibrary.org/obo/NCBITaxon_2
http://www.orpha.net/ORDO/Orphanet_84,http://www.orpha.net/ORDO/Orphanet_93614
http://www.orpha.net/ORDO/Orphanet_84,http://www.orpha.net/ORDO/Orphanet_183466
http://www.orpha.net/ORDO/Orphanet_84,http://www.orpha.net/ORDO/Orphanet_68383
http://www.orpha.net/ORDO/Orphanet_84,http://www.orpha.net/ORDO/Orphanet_404574
http://www.orpha.net/ORDO/Orphanet_84,http://www.orpha.net/ORDO/Orphanet_183422
http://www.orpha.net/ORDO/Orphanet_84,http://www.orpha.net/ORDO/Orphanet_404571
http://www.orpha.net/ORDO/Orphanet_84,http://www.orpha.net/ORDO/Orphanet_330206
http://www.orpha.net/ORDO/Orphanet_84,http://www.orpha.net/ORDO/Orphanet_139009
http://www.orpha.net/ORDO/Orphanet_84,http://purl.obolibrary.org/obo/MONDO_0001713
http://www.orpha.net/ORDO/Orphanet_84,http://purl.obolibrary.org/obo/MONDO_0000577
http://www.orpha.net/ORDO/Orphanet_84,http://www.ebi.ac.uk/efo/EFO_0008499
http://www.ebi.ac.uk/efo/EFO_0008499,http://www.orpha.net/ORDO/Orphanet_68367
http://www.ebi.ac.uk/efo/EFO_0008499,http://www.ebi.ac.uk/efo/EFO_0000508
http://www.ebi.ac.uk/efo/EFO_0008499,http://www.ebi.ac.uk/efo/EFO_0000589
http://purl.obolibrary.org/obo/NCBITaxon_186497,http://purl.obolibrary.org/obo/NCBITaxon_2157
http://purl.obolibrary.org/obo/NCBITaxon_2157,http://purl.obolibrary.org/obo/OBI_0100026
http://www.ebi.ac.uk/efo/EFO_0002843,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0002843,http://www.ebi.ac.uk/efo/EFO_0002934
http://www.ebi.ac.uk/efo/EFO_0002934,http://www.ebi.ac.uk/efo/EFO_0001639
http://www.ebi.ac.uk/efo/EFO_0002819,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0002819,http://www.ebi.ac.uk/efo/EFO_0002934
http://www.ebi.ac.uk/efo/EFO_0002850,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0002850,http://www.ebi.ac.uk/efo/EFO_0002934
http://www.ebi.ac.uk/efo/EFO_0002291,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0002291,http://www.ebi.ac.uk/efo/EFO_0002934
http://www.ebi.ac.uk/efo/EFO_0002845,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0002845,http://www.ebi.ac.uk/efo/EFO_0002934
http://www.ebi.ac.uk/efo/EFO_0002166,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0002166,http://www.ebi.ac.uk/efo/EFO_0002934
http://www.ebi.ac.uk/efo/EFO_0002076,http://www.ebi.ac.uk/efo/EFO_0005738
http://www.ebi.ac.uk/efo/EFO_0002076,http://www.ebi.ac.uk/efo/EFO_0003040
http://www.ebi.ac.uk/efo/EFO_0002076,http://www.ebi.ac.uk/efo/EFO_0002887
http://www.ebi.ac.uk/efo/EFO_0002887,http://purl.obolibrary.org/obo/CL_0000010
http://www.ebi.ac.uk/efo/EFO_0001234,http://www.ebi.ac.uk/efo/EFO_0002937
http://www.ebi.ac.uk/efo/EFO_0001234,http://www.ebi.ac.uk/efo/EFO_0002887
http://www.ebi.ac.uk/efo/EFO_0002816,http://www.ebi.ac.uk/efo/EFO_0002009
http://www.ebi.ac.uk/efo/EFO_0002816,http://www.ebi.ac.uk/efo/EFO_0003040
http://www.ebi.ac.uk/efo/EFO_0002816,http://www.ebi.ac.uk/efo/EFO_0002887
http://www.ebi.ac.uk/efo/EFO_0003040,http://purl.obolibrary.org/obo/CL_0000010
http://www.ebi.ac.uk/efo/EFO_0001200,http://www.ebi.ac.uk/efo/EFO_0001641
http://www.ebi.ac.uk/efo/EFO_0001200,http://www.ebi.ac.uk/efo/EFO_0002884
http://www.ebi.ac.uk/efo/EFO_0002884,http://purl.obolibrary.org/obo/CL_0000010
http://www.ebi.ac.uk/efo/EFO_0001202,http://www.ebi.ac.uk/efo/EFO_0001641
http://www.ebi.ac.uk/efo/EFO_0001202,http://www.ebi.ac.uk/efo/EFO_0002884
http://purl.obolibrary.org/obo/NCBITaxon_7237,http://purl.obolibrary.org/obo/NCBITaxon_7215
http://purl.obolibrary.org/obo/NCBITaxon_7215,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://www.ebi.ac.uk/efo/EFO_0005385,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0005385,http://www.ebi.ac.uk/efo/EFO_0002394
http://www.ebi.ac.uk/efo/EFO_0002394,http://www.ebi.ac.uk/efo/EFO_0001639
http://www.ebi.ac.uk/efo/EFO_0005443,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0005443,http://www.ebi.ac.uk/efo/EFO_0002394
http://purl.obolibrary.org/obo/NCBITaxon_9915,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_2759,http://purl.obolibrary.org/obo/OBI_0100026
http://purl.obolibrary.org/obo/NCBITaxon_5759,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_9986,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_9315,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_8267,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_6279,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_7668,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_8022,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_7159,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_5811,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_5664,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_7165,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_9925,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_6182,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_5702,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_40410,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_5693,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_54126,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_8030,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_44689,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_6941,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_6689,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_8355,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_6526,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_7962,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_7757,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_29883,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_7719,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_5691,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_10029,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_9685,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_9103,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_8128,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_8090,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_7130,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_5741,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_6687,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_5875,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_2788,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_6819,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_7998,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_89462,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_7091,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_29176,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_6289,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_8081,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_71150,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_42156,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_51029,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://purl.obolibrary.org/obo/NCBITaxon_6280,http://purl.obolibrary.org/obo/NCBITaxon_2759
http://www.orpha.net/ORDO/Orphanet_1901,http://www.orpha.net/ORDO/Orphanet_98249
http://www.orpha.net/ORDO/Orphanet_98249,http://www.orpha.net/ORDO/Orphanet_139027
http://www.orpha.net/ORDO/Orphanet_98249,http://www.orpha.net/ORDO/Orphanet_139030
http://www.orpha.net/ORDO/Orphanet_98249,http://www.orpha.net/ORDO/Orphanet_228215
http://www.orpha.net/ORDO/Orphanet_98249,http://purl.obolibrary.org/obo/MONDO_0015938
http://www.orpha.net/ORDO/Orphanet_98249,http://www.orpha.net/ORDO/Orphanet_271870
http://www.orpha.net/ORDO/Orphanet_98249,http://purl.obolibrary.org/obo/MONDO_0002254
http://www.ebi.ac.uk/efo/EFO_0002312,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0002312,http://purl.obolibrary.org/obo/BTO_0000164
http://purl.obolibrary.org/obo/BTO_0000164,http://www.ebi.ac.uk/efo/EFO_0002937
http://www.ebi.ac.uk/efo/EFO_0002246,http://www.ebi.ac.uk/efo/EFO_0001640
http://www.ebi.ac.uk/efo/EFO_0002246,http://www.ebi.ac.uk/efo/EFO_0002888
http://www.ebi.ac.uk/efo/EFO_0002246,http://purl.obolibrary.org/obo/BTO_0000164
http://www.ebi.ac.uk/efo/EFO_0002247,http://purl.obolibrary.org/obo/BTO_0000164
http://www.ebi.ac.uk/efo/EFO_0002169,http://purl.obolibrary.org/obo/BTO_0000164
